Sales Person,Country,Product,Date,Amount,Boxes Shipped,Discount,Priority for shipping,,Unique Name ,Total sales Per name ,Unique Product,,Average per Product
Husein Augar,India,Orange Choco,30-Jun-22,"$4,361 ",40,218.05,Delay Shipping,,,,,,
Jehu Rudeforth,India,Almond Choco,30-Aug-22,"$10,122 ",100,506.1,needs Shipping,,,,,,
Karlen McCaffrey,Australia,Raspberry Choco,23-Aug-22,$994 ,57,49.7,needs Shipping,,,,,,
Camilla Castle,New Zealand,99% Dark & Pure,26-Aug-22,"$2,268 ",42,113.4,Delay Shipping,,,,,,
Gigi Bohling,Australia,Orange Choco,9-Mar-22,$574 ,156,28.7,needs Shipping,,,,,,
Kelci Walkden,UK,Drinking Coco,20-Apr-22,"$1,792 ",23,89.6,Delay Shipping,,,,,,
Mallorie Waber,Canada,Caramel Stuffed Bars,10-Jun-22,"$4,844 ",539,242.2,needs Shipping,,,,,,
Husein Augar,Australia,Organic Choco Syrup,8-Feb-22,$938 ,158,46.9,needs Shipping,,,,,,
Brien Boise,Australia,White Choc,25-Aug-22,"$4,879 ",22,243.95,Delay Shipping,,,,,,
Dotty Strutley,India,Peanut Butter Cubes,16-Feb-22,"$9,107 ",73,455.35,needs Shipping,,,,,,
Dennison Crosswaite,UK,99% Dark & Pure,30-May-22,"$12,187 ",27,609.35,Delay Shipping,,,,,,
Gigi Bohling,New Zealand,50% Dark Bites,29-Jun-22,"$5,670 ",64,283.5,needs Shipping,,,,,,
Gigi Bohling,USA,Milk Bars,16-Jun-22,$476 ,133,38.08,needs Shipping,,,,,,
Brien Boise,UK,Caramel Stuffed Bars,4-Mar-22,"$2,681 ",149,134.05,needs Shipping,,,,,,
Curtice Advani,New Zealand,Peanut Butter Cubes,15-Mar-22,"$1,533 ",434,76.65,needs Shipping,,,,,,
Curtice Advani,New Zealand,50% Dark Bites,27-Jan-22,"$9,765 ",85,488.25,needs Shipping,,,,,,
Beverie Moffet,Canada,Drinking Coco,5-Jul-22,$994 ,118,49.7,needs Shipping,,,,,,
Barr Faughny,USA,Caramel Stuffed Bars,29-Mar-22,"$3,318 ",299,265.44,needs Shipping,,,,,,
Mallorie Waber,Canada,Almond Choco,12-May-22,"$4,214 ",35,210.7,Delay Shipping,,,,,,
Oby Sorrel,USA,Drinking Coco,11-Mar-22,"$7,714 ",44,617.12,Delay Shipping,,,,,,
Brien Boise,New Zealand,Eclairs,11-Jul-22,"$4,690 ",299,234.5,needs Shipping,,,,,,
Gunar Cockshoot,New Zealand,Choco Coated Almonds,1-Aug-22,"$13,062 ",62,653.1,needs Shipping,,,,,,
Gunar Cockshoot,UK,Spicy Special Slims,16-Feb-22,"$12,488 ",200,624.4,needs Shipping,,,,,,
Curtice Advani,USA,After Nines,13-Apr-22,"$14,147 ",235,1131.76,needs Shipping,,,,,,
Oby Sorrel,India,Choco Coated Almonds,14-Feb-22,$49 ,363,2.45,needs Shipping,,,,,,
Ches Bonnell,Australia,Peanut Butter Cubes,14-Mar-22,"$10,199 ",68,509.95,needs Shipping,,,,,,
Oby Sorrel,Australia,Spicy Special Slims,26-Apr-22,"$11,389 ",26,569.45,Delay Shipping,,,,,,
Jehu Rudeforth,Canada,Manuka Honey Choco,5-Apr-22,"$3,584 ",200,179.2,needs Shipping,,,,,,
Camilla Castle,Canada,Drinking Coco,3-Mar-22,"$12,481 ",264,624.05,needs Shipping,,,,,,
Kaine Padly,USA,Spicy Special Slims,13-Jun-22,"$2,107 ",175,168.56,needs Shipping,,,,,,
Marney O'Breen,New Zealand,70% Dark Bites,14-Feb-22,"$8,603 ",352,430.15,needs Shipping,,,,,,
Roddy Speechley,New Zealand,99% Dark & Pure,18-Apr-22,"$7,483 ",183,374.15,needs Shipping,,,,,,
Oby Sorrel,New Zealand,85% Dark Bars,1-Feb-22,"$3,381 ",417,169.05,needs Shipping,,,,,,
Dotty Strutley,New Zealand,Orange Choco,4-Aug-22,"$2,030 ",146,101.5,needs Shipping,,,,,,
Andria Kimpton,New Zealand,Almond Choco,5-Apr-22,"$6,559 ",158,327.95,needs Shipping,,,,,,
Karlen McCaffrey,Australia,99% Dark & Pure,26-Jan-22,"$10,822 ",168,541.1,needs Shipping,,,,,,
Kaine Padly,UK,After Nines,21-Jan-22,"$18,697 ",176,934.85,needs Shipping,,,,,,
Kaine Padly,Canada,After Nines,22-Aug-22,"$5,845 ",172,292.25,needs Shipping,,,,,,
Kaine Padly,UK,Drinking Coco,27-Jan-22,"$2,317 ",224,115.85,needs Shipping,,,,,,
Rafaelita Blaksland,UK,50% Dark Bites,16-Feb-22,"$10,150 ",68,507.5,needs Shipping,,,,,,
Dotty Strutley,USA,Raspberry Choco,3-Jan-22,"$3,437 ",46,274.96,Delay Shipping,,,,,,
Karlen McCaffrey,USA,White Choc,24-Aug-22,"$4,592 ",2,367.36,Delay Shipping,,,,,,
Oby Sorrel,USA,Spicy Special Slims,7-Feb-22,"$5,691 ",417,455.28,needs Shipping,,,,,,
Mallorie Waber,Australia,Smooth Sliky Salty,11-Feb-22,"$4,158 ",109,207.9,needs Shipping,,,,,,
Kaine Padly,Canada,Organic Choco Syrup,29-Mar-22,"$5,684 ",81,284.2,needs Shipping,,,,,,
Marney O'Breen,USA,Peanut Butter Cubes,15-Jun-22,$693 ,350,55.44,needs Shipping,,,,,,
Dennison Crosswaite,UK,Smooth Sliky Salty,26-Apr-22,$546 ,142,27.3,needs Shipping,,,,,,
Brien Boise,Australia,Organic Choco Syrup,15-Jul-22,"$4,263 ",264,213.15,needs Shipping,,,,,,
Beverie Moffet,India,Organic Choco Syrup,23-Jun-22,"$1,036 ",20,51.8,Delay Shipping,,,,,,
Dennison Crosswaite,Australia,Baker's Choco Chips,11-Jan-22,"$13,846 ",421,692.3,needs Shipping,,,,,,
Beverie Moffet,UK,50% Dark Bites,9-Feb-22,"$2,499 ",271,124.95,needs Shipping,,,,,,
Van Tuxwell,UK,Almond Choco,6-Jun-22,"$10,689 ",204,534.45,needs Shipping,,,,,,
Dotty Strutley,UK,Caramel Stuffed Bars,10-Aug-22,"$5,768 ",235,288.4,needs Shipping,,,,,,
Wilone O'Kielt,Australia,Smooth Sliky Salty,4-Jan-22,"$2,226 ",46,111.3,Delay Shipping,,,,,,
Andria Kimpton,Canada,70% Dark Bites,8-Apr-22,"$10,262 ",15,513.1,Delay Shipping,,,,,,
Barr Faughny,UK,Milk Bars,2-Mar-22,"$3,864 ",430,193.2,needs Shipping,,,,,,
Van Tuxwell,Canada,Drinking Coco,15-Jun-22,"$4,900 ",709,245,needs Shipping,,,,,,
Jehu Rudeforth,Australia,After Nines,14-Feb-22,"$5,250 ",47,262.5,Delay Shipping,,,,,,
Husein Augar,UK,After Nines,5-Jul-22,"$3,507 ",380,175.35,needs Shipping,,,,,,
Barr Faughny,India,Mint Chip Choco,12-Jan-22,"$7,413 ",465,370.65,needs Shipping,,,,,,
Curtice Advani,India,Mint Chip Choco,3-Mar-22,"$8,155 ",96,407.75,needs Shipping,,,,,,
Jehu Rudeforth,New Zealand,Milk Bars,18-May-22,"$2,478 ",188,123.9,needs Shipping,,,,,,
Gunar Cockshoot,India,Caramel Stuffed Bars,28-Jul-22,"$2,471 ",202,123.55,needs Shipping,,,,,,
Curtice Advani,UK,Manuka Honey Choco,7-Feb-22,"$1,666 ",106,83.3,needs Shipping,,,,,,
Andria Kimpton,India,Orange Choco,30-May-22,$301 ,421,15.05,needs Shipping,,,,,,
Mallorie Waber,Australia,Raspberry Choco,25-Apr-22,"$8,400 ",27,420,Delay Shipping,,,,,,
Beverie Moffet,Canada,85% Dark Bars,16-Feb-22,"$6,139 ",45,306.95,Delay Shipping,,,,,,
Kelci Walkden,Australia,Drinking Coco,4-May-22,"$1,288 ",60,64.4,needs Shipping,,,,,,
Van Tuxwell,Canada,70% Dark Bites,2-Jun-22,"$7,077 ",77,353.85,needs Shipping,,,,,,
Dennison Crosswaite,USA,Caramel Stuffed Bars,11-Jul-22,"$2,317 ",464,185.36,needs Shipping,,,,,,
Beverie Moffet,New Zealand,Spicy Special Slims,7-Jun-22,$63 ,60,3.15,needs Shipping,,,,,,
Jan Morforth,UK,Almond Choco,6-Jul-22,"$9,744 ",157,487.2,needs Shipping,,,,,,
Husein Augar,India,Raspberry Choco,15-Jun-22,"$9,954 ",154,497.7,needs Shipping,,,,,,
Dotty Strutley,India,Mint Chip Choco,14-Apr-22,"$1,260 ",239,63,needs Shipping,,,,,,
Camilla Castle,India,Drinking Coco,8-Aug-22,$469 ,163,23.45,needs Shipping,,,,,,
Marney O'Breen,UK,Drinking Coco,29-Mar-22,$973 ,28,48.65,Delay Shipping,,,,,,
Roddy Speechley,Australia,Organic Choco Syrup,4-Jul-22,"$3,647 ",76,182.35,needs Shipping,,,,,,
Ches Bonnell,India,99% Dark & Pure,16-Feb-22,$455 ,96,22.75,needs Shipping,,,,,,
Rafaelita Blaksland,Canada,Spicy Special Slims,2-May-22,"$2,520 ",156,126,needs Shipping,,,,,,
Van Tuxwell,India,Eclairs,21-Jul-22,"$10,500 ",106,525,needs Shipping,,,,,,
Gunar Cockshoot,Australia,99% Dark & Pure,18-Aug-22,"$7,952 ",235,397.6,needs Shipping,,,,,,
Kaine Padly,USA,85% Dark Bars,22-Jun-22,$483 ,259,38.64,needs Shipping,,,,,,
Camilla Castle,UK,Peanut Butter Cubes,19-Jul-22,"$4,872 ",126,243.6,needs Shipping,,,,,,
Madelene Upcott,UK,Peanut Butter Cubes,12-Aug-22,"$7,756 ",85,387.8,needs Shipping,,,,,,
Madelene Upcott,USA,Choco Coated Almonds,7-Jun-22,"$5,446 ",132,435.68,needs Shipping,,,,,,
Marney O'Breen,Canada,Peanut Butter Cubes,8-Mar-22,"$6,594 ",91,329.7,needs Shipping,,,,,,
Ches Bonnell,Australia,Choco Coated Almonds,8-Apr-22,"$1,470 ",167,73.5,needs Shipping,,,,,,
Curtice Advani,Canada,Eclairs,6-May-22,$721 ,203,36.05,needs Shipping,,,,,,
Roddy Speechley,India,Drinking Coco,31-May-22,"$4,494 ",11,224.7,Delay Shipping,,,,,,
Van Tuxwell,Australia,Mint Chip Choco,13-Jan-22,"$2,674 ",295,133.7,needs Shipping,,,,,,
Dennison Crosswaite,USA,70% Dark Bites,15-Mar-22,$658 ,77,52.64,needs Shipping,,,,,,
Andria Kimpton,Canada,Peanut Butter Cubes,16-Feb-22,"$1,127 ",319,56.35,needs Shipping,,,,,,
Gigi Bohling,USA,70% Dark Bites,14-Jan-22,"$7,364 ",196,589.12,needs Shipping,,,,,,
Rafaelita Blaksland,Australia,White Choc,21-Mar-22,"$6,818 ",102,340.9,needs Shipping,,,,,,
Roddy Speechley,Canada,Drinking Coco,17-May-22,"$6,776 ",312,338.8,needs Shipping,,,,,,
Camilla Castle,New Zealand,85% Dark Bars,8-Aug-22,"$15,099 ",55,754.95,needs Shipping,,,,,,
Madelene Upcott,Canada,Milk Bars,26-Apr-22,"$3,612 ",82,180.6,needs Shipping,,,,,,
Madelene Upcott,Australia,70% Dark Bites,15-Apr-22,"$3,710 ",260,185.5,needs Shipping,,,,,,
Oby Sorrel,Canada,Eclairs,19-May-22,"$6,111 ",591,305.55,needs Shipping,,,,,,
Dennison Crosswaite,Canada,Drinking Coco,10-Jan-22,"$2,702 ",24,135.1,Delay Shipping,,,,,,
Mallorie Waber,New Zealand,After Nines,4-May-22,$483 ,228,24.15,needs Shipping,,,,,,
Roddy Speechley,Canada,White Choc,5-Apr-22,"$5,887 ",268,294.35,needs Shipping,,,,,,
Andria Kimpton,India,After Nines,17-Jan-22,$952 ,68,47.6,needs Shipping,,,,,,
Roddy Speechley,India,Spicy Special Slims,22-Mar-22,"$10,647 ",173,532.35,needs Shipping,,,,,,
Dotty Strutley,Australia,White Choc,5-Jul-22,"$6,055 ",93,302.75,needs Shipping,,,,,,
Oby Sorrel,Canada,Orange Choco,27-Apr-22,"$8,757 ",338,437.85,needs Shipping,,,,,,
Kaine Padly,Canada,Almond Choco,12-Aug-22,"$6,055 ",73,302.75,needs Shipping,,,,,,
Jan Morforth,UK,Baker's Choco Chips,11-Mar-22,$721 ,251,36.05,needs Shipping,,,,,,
Jehu Rudeforth,UK,Fruit & Nut Bars,13-May-22,"$8,589 ",229,429.45,needs Shipping,,,,,,
Dennison Crosswaite,USA,Smooth Sliky Salty,12-May-22,"$11,781 ",91,942.48,needs Shipping,,,,,,
Brien Boise,USA,Raspberry Choco,12-Jan-22,$672 ,194,53.76,needs Shipping,,,,,,
Madelene Upcott,New Zealand,Milk Bars,29-Mar-22,"$12,558 ",403,627.9,needs Shipping,,,,,,
Roddy Speechley,India,50% Dark Bites,14-Mar-22,"$8,337 ",12,416.85,Delay Shipping,,,,,,
Barr Faughny,New Zealand,99% Dark & Pure,24-May-22,"$8,134 ",195,406.7,needs Shipping,,,,,,
Dennison Crosswaite,Canada,Organic Choco Syrup,28-Jan-22,"$8,491 ",75,424.55,needs Shipping,,,,,,
Beverie Moffet,India,Almond Choco,24-May-22,"$3,066 ",96,153.3,needs Shipping,,,,,,
Brien Boise,Australia,Peanut Butter Cubes,19-Aug-22,$301 ,205,15.05,needs Shipping,,,,,,
Karlen McCaffrey,Australia,Spicy Special Slims,17-May-22,"$4,410 ",323,220.5,needs Shipping,,,,,,
Jehu Rudeforth,USA,White Choc,7-Jun-22,"$6,559 ",119,524.72,needs Shipping,,,,,,
Ches Bonnell,Canada,Organic Choco Syrup,26-Jul-22,$574 ,217,28.7,needs Shipping,,,,,,
Dotty Strutley,India,Eclairs,28-Jul-22,"$2,086 ",384,104.3,needs Shipping,,,,,,
Karlen McCaffrey,India,70% Dark Bites,23-May-22,"$5,075 ",344,253.75,needs Shipping,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
